Firm,NWP,SCR,SCR coverage ratio,GWP,Assets,Equity,Gross Claims Incurred,Net Combined ratio,NWP_Z,Assets_Z,Total_Z,State
100,32.641257449635845,37.05331085675366,1.0771077726333402,32.87431400001537,274.11020306838975,119.54306839064168,244.771129863,0.8042527130113493,-0.32307281424648626,-0.33420928728207755,-0.6572821015285638,Typical
105,4641.248617417237,9637.507832394056,1.3114788556774089,5811.6619195569765,190431.2075427914,19863.32451303078,2010.370119168,0.9996436444290611,0.5539935082119997,2.989266364750567,3.5432598729625666,Error
107,2841.96166611968,1252.280461381632,1.6513783735168888,3064.592364812288,7146.272579592837,2088.6577952593207,72.71737795559746,1.0020874789285417,0.21157032781045135,-0.21410088925373463,-0.0025305614432832857,Typical
114,170.69545541040128,42.446895377600924,1.279929262676645,171.11014242814974,2862.4995790216467,56.382239666176815,9.1464809805,1.166899648824912,-0.2967996522589448,-0.28897064413224016,-0.5857702963911849,Typical
115,209.18625125278209,57.354039930812924,2.4171131959687084,211.7648632588624,245.0580945177295,143.8703909144238,251.23211228073004,1.2963816638062784,-0.2894744500620246,-0.33471704627061444,-0.624191496332639,Typical
118,2.46671894977536,4.46731884567337,1.4245692949378423,2.46671894977536,107.02609462875637,6.604515286932378,264.5226863416869,1.1440484737056986,-0.3288153454379784,-0.3371295041659556,-0.665944849603934,Typical
144,0.005192662635519999,20.19289200326707,2.1170777626887887,0.005192662635519999,68.9306337840554,44.36553805842872,142.92433855349998,1.5087279555886457,-0.3292837997105316,-0.33779531858120265,-0.6670791182917343,Typical
151,8180.387572779007,1527.8710486107302,1.496267470126363,8341.643250148352,82397.81253602509,2527.4169155461123,-10.3520373666249,0.11849081185840238,1.2275287751153918,1.1011098723848745,2.3286386475002665,Error
156,50.7614888635904,523.9538026685385,1.5563677320757445,52.0850311816192,5778.587805316365,653.3117554637606,22.38054147,0.8123333373826201,-0.3196243441367554,-0.23800463573784808,-0.5576289798746035,Typical
157,9.14441216,18.75980490752,3.5475179638374876,319.13306681446403,499.562416128,69.065846784,12.1944672610869,0.9053705746853248,-0.32754451037459853,-0.3302689403201029,-0.6578134506947014,Typical
158,508.5947621775975,222.53944049145733,1.5906173943123056,810.3317348469863,1692.0559632140855,379.92628881769787,1257.648771654,1.0823336424260492,-0.23249386979591896,-0.30942710310028987,-0.5419209728962089,Typical
161,16.842980375569308,13.152869562513304,2.3373360742000684,18.114049671271832,53.25465262320486,31.90451126139218,-8.471929889498847,0.9610907658376688,-0.32607939208926195,-0.33806929595274793,-0.6641486880420099,Typical
165,293.93067880841215,130.41914215848436,1.4092156428473548,387.75339188307964,2172.640092194326,190.7344821562573,683.392444924395,1.2887850173109392,-0.2733466965739104,-0.3010276813917976,-0.574374377965708,Typical
166,4.36231000338432,9.233552761682843,2.1962755132900877,7.802534727075839,56.873901199193696,21.04583080577935,0.3805035405079501,989.155405147943,-0.32845459457672793,-0.33800604044091465,-0.6664606350176425,Typical
169,43.32729239770112,13.000001061734093,2.1312549720520684,43.66671611436031,235.3559144471507,28.753400740882945,39.893245621455,1.0753195102001167,-0.32103914970500785,-0.33488661637705436,-0.6559257660820622,Typical
177,0.23757224148705278,1.552678829951488,23.43620396517203,0.23757224148705278,38.345834413716375,37.764115788450205,32.342516069865,1.1663907243931266,-0.3292395754391371,-0.33832986521370634,-0.6675694406528434,Typical
178,24.453144825856,5.093014237039719,2.273230792096965,24.453144825856,21.162479717253426,12.015140131246387,0.059893573500000005,21.003690073890684,-0.32463109796776746,-0.3386301877457227,-0.6632612857134901,Typical
180,3.6042514364211202,23.780055306652265,3.637651924122664,5.718823583488,121.92017671527465,89.77272734495776,2.1781227134999996,0.32360475585940773,-0.32859886107365494,-0.3368691924559726,-0.6654680535296276,Typical
183,0.0014919460147199998,46.2637599930452,1.2564574758264604,0.0014919460147199998,114.699857205248,60.32525146028032,131.405678697,1.135742356236513,-0.32928450399572307,-0.3369953857794255,-0.6662798897751485,Typical
185,0.0008105185852416,2.6844882457763837,1.7972071122388251,0.01336417293824,11.006610002243892,5.006913116065485,135.83978226750003,0.9115085489184158,-0.32928463367851074,-0.3388076872248125,-0.6680923209033233,Typical
189,179.65763590370304,9.358965160519167,2.300416982996159,179.78930571624448,3586.330915303266,22.34317132551772,200.33718382499998,0.9387506434870521,-0.29509405530253047,-0.2763198629835752,-0.5714139182861057,Typical
192,219.4831587353088,219.94494644248996,1.9528164706119053,319.3417279425536,91.36357124570644,375.35452872339823,67.741828455,1.0626227165582858,-0.28751484055897975,-0.33740324632883667,-0.6249180868878164,Typical
194,15.132274418688,12.749935353856,1.3345955298472225,18.176385630208,45.997533084672,17.659079778304,160.13981439843,0.9603939869282392,-0.3264049573772583,-0.33819613244966346,-0.6646010898269217,Typical
196,8.291231778499379,8.963477017158041,4.0770465922596655,37.94280314006293,127.40046340321557,37.92561253362657,254.693112244455,1.1509484535398622,-0.32770687955060956,-0.336773410601767,-0.6644802901523765,Typical
197,190.07373939575706,302.3298486056543,1.9551423200866251,587.1223762441136,893.7454219602467,613.4367960007087,18.2675330637042,0.9338223659988033,-0.29311176154856944,-0.32337959650566694,-0.6164913580542364,Typical
199,9134.283485057556,3138.2402870697783,1.0665034592946354,9149.583690824058,83298.94233465561,3696.427328744632,130.097218167,0.9462995768305366,1.4090651730862118,1.1168593920555454,2.5259245651417572,Error
203,1013.177517105275,577.9334559134822,1.4630722026228953,1811.0985695101647,4260.0207654004225,877.51392126976,1.2750329894999999,3.117124790303412,-0.1364664787266349,-0.26454543097371247,-0.4010119097003474,Typical
204,11.540491932672,11.241224250334106,2.0718065070493803,12.475516266496,42.237608193954614,24.169809325438667,44.54707170853499,0.6134778251130532,-0.32708851126024796,-0.338261846635474,-0.6653503578957219,Typical
209,79.41360673279999,1.680266944512,7.577947534525235,79.41360673279999,1021.6394773340161,13.214182416384,-6.54847372048995,-0.2003974904102338,-0.3141715455606642,-0.32114432480126637,-0.6353158703619306,Typical
210,40135.692257836985,418.3881728,2.0588706040195475,40135.692257836985,332875.9036381179,893.9616162652877,568.8291847290001,1.042572213099735,7.308958450947279,5.4788472736778795,12.787805724625159,Error
213,22.107010232563404,246.26553102894144,0.692150351581766,22.107010232563404,524.7616735181466,189.22767880519228,42.478745843999995,0.886520431592665,-0.32507759199058356,-0.32982851963869214,-0.6549061116292757,Typical
214,3.50152874718208,10.037054551362457,2.5724798626310688,3.50152874718208,74.77942665889373,26.795920971611647,157.07119826091704,1.9761984099256757,-0.3286184102789238,-0.33769309615045856,-0.6663115064293823,Typical
221,1472.434385923072,248.274762037248,1.4979790581141357,1500.73524499968,988.841188222976,385.965721919488,16.284513569999998,0.7270837975949349,-0.04906507922866242,-0.3217175577587201,-0.3707826369873825,Typical
227,232.24283085495296,149.16440012627527,1.2584261716065546,515.8101928243302,986.4190003756858,194.80645692632598,143.165206713,1.2793700036253104,-0.2850865411123914,-0.3217598916102972,-0.6068464327226886,Typical
228,10.9897474033664,21.168579612918474,1.4654983625827391,10.9905469371904,57.50980860869632,32.194929306562145,10.241091216216,1076.1587031567713,-0.327193323721194,-0.33799492635250045,-0.6651882500736944,Typical
229,311.27084465913856,335.2371878059007,1.133241894414255,357.3452833967411,1403.172829032827,474.6631298546266,58.765699491,0.8104264618149529,-0.2700466811233376,-0.3144760656484457,-0.5845227467717833,Typical
230,0.0039308635522048,10.98019675922391,2.083645114100102,0.0040642926667776,61.96282541529569,23.74347574182912,230.556335415,0.9423168907179919,-0.32928403984413274,-0.3379170986345668,-0.6672011384786996,Typical
233,0.0903090425812992,4.070956344070758,1.9343051277655363,-0.006049357418700804,144.35061213760204,8.172065674861466,42.4004371665,0.8592018769437955,-0.32926760117060205,-0.33647716393306437,-0.6657447651036664,Typical
234,2620.125427017728,1680.299702513664,1.9610094468821793,3430.085703017472,14259.493756928,3582.910768128,1243.775656768155,0.8722914673365143,0.16935256456438944,-0.08977937971700928,0.07957318484738016,Outlier
241,62.917276058624005,40.52121817126553,1.2335019939075873,67.598946244608,189.4846167717069,51.871973181194235,69.997088079,1.3340441788667246,-0.3173109703257542,-0.33568833318428515,-0.6529993035100394,Typical
244,2.3184977704959997,10.39629085696,1.3271607310116886,2.3184977704959997,15.318078467072,14.318989287424001,64.32776793449999,0.9491136599761998,-0.3288435534831572,-0.3387323334217317,-0.6675758869048889,Typical
245,0.01139812914176,14.833267726256333,3.0833583844024317,0.01139812914176,122.8861177627648,47.464756752322565,63.95073953632216,0.644070605322984,-0.3292826187451634,-0.3368523101960015,-0.6661349289411649,Typical
246,173.63298252233758,271.3334687950383,1.4647332850670467,510.49961319298706,618.2645890635265,412.45097778188,5.0279835002193,0.7626311302811926,-0.2962406100364357,-0.3281943199819002,-0.6244349300183358,Typical
247,9961.520679489782,10.10673530070016,8.275558561421278,9961.520679489782,73874.50298570957,86.799780658176,2.887067304,0.3674234714657684,1.5664970884678355,0.9521435063564553,2.5186405948242907,Error
253,36.38624242023424,12.79433491488768,1.7122405584680507,46.90803204726784,45.942511542138874,22.73489302426624,89.8566484200888,0.8526448892558358,-0.3223601043236673,-0.338197094090115,-0.6605571984137824,Typical
260,141.25951160238836,73.66704613709814,1.336904362643263,144.60196879673742,420.86532225335674,135.9332344144091,230.7134856495,1.126829239339683,-0.3024016211331103,-0.3316443708406416,-0.6340459919737519,Typical
263,40.88962376143872,73.00904041835275,1.9417325534376852,52.25222759428095,1544.7564280885538,164.90476025478145,14.666752192230001,0.45261453313410266,-0.32150306361634484,-0.31200153458559404,-0.6335045982019389,Typical
273,21.563976533975037,3.95607420269312,2.9810634820503004,21.699533251655676,15.723654190271693,12.239003904101478,292.9020722611368,1.0634914454943307,-0.3251809369995616,-0.33872524496140094,-0.6639061819609625,Typical
275,231.64270969590243,181.2371863478018,1.7560444167763012,613.4384196961183,1127.3299668318898,330.2883289866825,10.24875161553,0.7483943171047024,-0.28520075046391263,-0.31929711650133075,-0.6044978669652434,Typical
280,83.59862125988259,142.09756585867797,2.541105943656653,533.0796689646212,1740.4922543414095,374.731179826061,1038.8232404030402,1.0659298683777971,-0.31337509339756875,-0.3085805565527853,-0.621955649950354,Typical
281,754.9135174768204,583.9564008192706,1.7205395390570073,961.8280210234475,3843.680865024485,897.7996587461122,130.7572627815,0.8816751567944193,-0.1856168269088547,-0.2718220224931817,-0.4574388494020364,Typical
283,12.367641110528,87.66927999149547,3.4375662953657846,12.367641110528,579.4613377335398,312.7583708714038,1499.4501811005,0.8850088941518004,-0.32693109609534404,-0.32887250482390223,-0.6558036009192463,Typical
284,63.78576825124864,191.70753277838028,1.8005843525962444,78.10489815448575,13016.273416471151,400.14039213812737,1.36681470066135,906.3078717410905,-0.3171456871514735,-0.11150779579731168,-0.4286534829487852,Typical
286,239.33374054774782,196.23623028782077,1.357193581984529,909.2044612252877,1673.2251642575666,276.39578106264577,1258.303554675,1.1252413971313593,-0.2837370666179557,-0.30975621888253446,-0.5934932855004902,Typical
287,62.407166252032006,47.357932442521594,2.332120268494601,65.431199263744,217.72573272491007,114.61833542607873,289.708336699545,1.0398497744976136,-0.3174080495727311,-0.3351947483401233,-0.6526027979128544,Typical
297,13.380653038305281,10.803770051701965,1.2541180914563237,15.737851560611839,98.06312368687871,14.06125825735926,867.179538609,0.8738382372675488,-0.326738309299528,-0.33728615472547685,-0.6640244640250048,Typical
299,20.318022228381082,60.49827753465416,2.0125820083626516,87.71123982384465,385.36176001270627,107.65758950161307,231.12729790093502,0.8739454209878077,-0.32541805517331857,-0.3322648852801128,-0.6576829404534313,Typical
304,17.590610390016,11.441347213520487,1.5547180516111914,17.590610390016,175.94981252328446,18.460320063026888,1301.1698792153452,1.0555865559286797,-0.32593711025526884,-0.3359248880802315,-0.6618619983355003,Typical
305,1327.7347238906675,48.00893164300288,1.6451660756856288,1327.7347238906675,10944.681884754933,81.96759769744385,434.4976880715,1.2467142694827065,-0.07660294273644432,-0.14771409108123554,-0.22431703381767987,Typical
308,39.391157819392,22.920839095296,1.8013851873661273,71.37414116352,54.848581132288004,42.849673747456,-0.23708979491549997,-1.6069403071622348,-0.3217882374032325,-0.3380414380254598,-0.6598296754286923,Typical
311,10830.966261636597,8655.247076931779,1.3146337254224953,19180.016479236354,321563.5998131891,11565.761034551193,35.41131257592001,0.9868222033013905,1.7319617027752356,5.2811361871262195,7.013097889901455,Error
316,-0.0376752166825984,225.33296720156997,1.797813544368942,-0.87975189328896,1277.7281550746266,450.17898840026544,70.88033921032499,1.7520511226297713,-0.3292919579176272,-0.316668528224967,-0.6459604861425943,Typical
317,2150.0699996221438,164.18903327232,1.353203024398432,2150.0699996221438,15949.164506558463,234.432154225664,191.05077891,1.051513612207942,0.07989608609788909,-0.060248114910646855,0.019647971187242236,Outlier
321,24.632233560985597,167.5477826366342,1.6975228474147472,46.127034505594885,6850.295492567302,295.16491384977934,3.46583573634,0.8168696230288774,-0.3245970155029261,-0.21927383654863128,-0.5438708520515574,Typical
322,2029.6970127093757,1395.2783960277402,1.381756480805327,2179.242093771776,5885.118079598592,2135.697711612928,200.694625764,1.1685212159667955,0.05698784403934516,-0.23614275007733646,-0.17915490603799128,Typical
324,26.546638062127002,30.191047547049063,1.7077572260138945,147.94762020960627,299.33972546180007,53.50750905930578,5.0982399045,0.7800645271969772,-0.32423268424526697,-0.3337683376432791,-0.6580010218885461,Typical
